id,GPT_label,GPT_confidence,GPT_reasoning
lvt7j2v,0,Low,The post discusses cannabis use and its effects on brain fog; memory; lung issues; and sleep; but it does not explicitly mention or focus on therapeutic use for pain; anxiety; or sleep concerns; making it not clearly relevant based on the provided criteria.
ye9uv1,1,High,The post discusses making small batch concentrates for sublingual use in the context of recent dental surgery; mentions cannabis products (concentrates; tinctures; butter); and emphasizes the need for alternative ingestion methods due to medical and pain management concerns; aligning with the relevance criteria for pain and medicinal use.
1b67ptl,0,Low,The post discusses supporting access to medical cannabis for veterans with PTSD and chronic pain but does not mention personal use; dosage; effects; or any discussion of cannabis impacting specific health symptoms like pain; anxiety; or sleep.
1ds3ji7,0,Low,The post discusses trying to relax after a stressful day with cannabis but does not explicitly mention or focus on pain; anxiety; or sleep concerns related to cannabis use.
1ezesi7,1,High,The post discusses cannabis withdrawal symptoms and a nightmare related to cannabis use; which directly relates to sleep and withdrawal effects; fitting the relevance criteria.
1fhpads,1,High,The post discusses using cannabis derivatives (CBD/CBN) for anxiety and concerns about THC content; directly relating to anxiety management and cannabis use.
hhq5ind,1,High,The post discusses cannabis (weed) in relation to managing panic attacks; which are an anxiety symptom; fitting the relevance criteria.
hwy5izo,0,Medium,The post discusses anxiety and insomnia but does not explicitly mention cannabis use; effects; or its relation to these conditions.
ipthrg0,1,High,The post discusses CBD and various cannabis products in relation to pain relief and addresses common concerns about cannabis use; aligning with the relevance criteria.
iuoikrr,0,Low,The post primarily discusses methods of cannabis consumption and personal preferences without explicitly mentioning or discussing the effects on pain; anxiety; or sleep.
j6dsg6j,1,Medium,The post discusses edibles and mentions racing heart palpitations; which could relate to anxiety or cardiovascular effects; but it does not explicitly connect these symptoms to pain; anxiety; or sleep concerns.
ja59gpd,0,Medium,The post discusses medicinal cannabis use and moderation strategies but does not explicitly mention pain; anxiety; or sleep concerns related to cannabis; nor does it describe effects or symptoms associated with these conditions.
jdrhq4f,0,Medium,The post discusses cannabis edibles; quality; and personal experiences with dosing and effects; but it does not explicitly mention or relate to pain; anxiety; or sleep concerns.
jgr3p4i,1,High,The post discusses cannabis (THC) in relation to sleep disturbances (vivid dreaming) and insomnia; which are relevant to the target conditions.
jqh1q6l,1,Medium,The post discusses using edibles (gummies) for sleep; which relates to sleep concerns; but it does not explicitly mention the effects on sleep or other targeted health conditions; making it somewhat relevant but not entirely clear.
kf5cuwe,1,High,The post discusses the use of medical cannabis for arthritis and depression; its effects on pain; and mentions its role in maintaining a functional lifestyle; which aligns with the relevance criteria related to pain and mental health concerns.
l1tde9e,0,Low,The post discusses general cannabis consumption methods and management strategies but does not explicitly mention or relate to pain; anxiety; or sleep symptoms; effects; or therapeutic use.
lcvq7tj,0,Low,The post mentions smoking indoors and obtaining medical certification for anxiety; stress; sleep; and pain; but it does not explicitly discuss or relate cannabis use to these conditions.
lg0ywqe,1,High,The post discusses cannabis in relation to psychological effects; specifically mentioning THC and CBD; and references their impact on mental health and psychosis; which aligns with the target conditions of anxiety and mental health concerns.
lgovqh1,0,Medium,The post discusses cannabis effects and tips for use but does not explicitly mention or relate to pain; anxiety; or sleep concerns.
linyp3o,1,Medium,The post mentions using specific cannabis strains (Gush Mints and Granddaddy Purple) for insomnia; which relates to sleep; one of the target conditions; indicating relevance.
lixtb8n,1,High,The post discusses cannabis use in relation to sleep; specifically mentioning REM sleep disruption caused by cannabinoids; which aligns with the relevance criteria for sleep.
liyelpz,1,Medium,The post discusses sleep and nightmares in relation to cannabis withdrawal; which aligns with the relevance criteria for sleep-related issues.
lj7231e,1,High,The post discusses reintroducing cannabis (edibles) for sleep and mentions its positive effects; aligning with the relevance criteria related to sleep.
ljy117x,0,Low,The post mentions being calmer and less irritable but does not specify cannabis use or its effects on pain; anxiety; or sleep.
ljyksjf,0,Medium,The post discusses auditory hallucinations in relation to weed but attributes them to underlying conditions or anxiety rather than directly discussing cannabis's effects on pain; anxiety; or sleep; which are the specified health concerns.
lk8h7i4,1,High,The post discusses cannabis use in relation to sleep and mentions sleep disruption; which aligns with the relevance criteria.
lku61yf,0,Medium,The post discusses withdrawal symptoms related to CBD and cannabis but does not explicitly mention pain; anxiety; or sleep concerns; nor does it describe effects on these conditions.
lqh8j1v,1,High,The post discusses cannabis (CBD and THC gummies) used for pain relief; which aligns with the relevance criteria related to pain management.
lqjss5d,0,Medium,The post discusses CBD; CBN; and supplements for mental health and anxiety; but does not explicitly mention cannabis in relation to pain; sleep; or cannabis effects on these conditions.
lqsr955,1,High,The post discusses different cannabis strains and effects related to sleep and sedation; which aligns with the relevance criteria for sleep concerns.
lqv7xqa,0,Low,The post discusses sleep and cannabis in relation to REM sleep and overall well-being but does not explicitly mention cannabis use for managing pain; anxiety; or sleep symptoms; nor does it describe effects or experiences related to those conditions.
luw9mew,0,Low,The post discusses taking a break from cannabis and managing sleep and temptation; but it does not explicitly mention or relate to pain; anxiety; or sleep symptoms being helped or worsened by cannabis use.
lv0bfbv,0,Low,The post discusses cannabis cultivars and preferences but does not mention any specific health concern related to pain; anxiety; or sleep; nor does it describe effects or symptoms associated with these conditions.
lv7s2uv,1,High,The post discusses strategies for quitting cannabis; mentions cravings and the use of nicotine as a substitute; and addresses insomnia related to cannabis withdrawal; all of which relate to cannabis use in the context of health concerns (withdrawal management).
lwtn0fd,0,Low,The post discusses CBD products and their effects on relaxation and sleep but does not explicitly mention any specific health concern related to pain; anxiety; or sleep; nor does it describe therapeutic use or symptom management.
mkyvk7,0,Low,The post discusses social aspects of cannabis use and cultural attitudes but does not explicitly mention or discuss cannabis's effects; therapeutic use; or symptoms related to pain; anxiety; or sleep.
wv06gw,0,Low,The post discusses ankle pain and inflammation and mentions trying CBD; but it does not explicitly connect cannabis or its derivatives to managing pain or inflammation; nor does it mention effects; symptoms; or therapeutic use related to the target conditions.
1cwkb18,1,High,The post discusses cannabis (RSO) in relation to sleep and pain management in a cancer palliative care context; and mentions adverse effects potentially related to cannabis use; fitting the relevance criteria.
1g491y4,1,High,The post discusses marijuana's effect on REM sleep and dreaming; which directly relates to sleep concerns.
gw7h4cb,0,Low,The post discusses personal experiences with cannabis use and health-related anxiety but does not explicitly mention pain; anxiety; or sleep concerns related to cannabis; nor does it describe effects on these conditions.
ig3ramg,1,Medium,The post discusses using medical cannabis (mmj) for pain related to a dislocated shoulder and compares different forms of cannabis (patches and RSO) for pain relief; which aligns with the relevance criteria for pain management.
jdpkwzp,1,High,The post discusses daily cannabis use for insomnia; directly relating to sleep concerns.
k8wsujb,1,High,The post discusses cannabis use (smoking; vaping; edibles) in relation to lung health and respiratory issues; which are related to the target conditions of pain; anxiety; or sleep; specifically highlighting the impact on lungs and breathing.
l4liloj,0,Low,The post discusses collagen supplements and smoking for arthritis relief but does not explicitly mention cannabis or its derivatives in relation to pain; nor does it specify effects on symptoms directly linked to cannabis use.
laisq8i,0,Low,The post discusses cannabinoid receptor types and neurophysiological mechanisms without explicitly mentioning cannabis use or its effects on pain; anxiety; or sleep.
ldrhy6n,1,High,The post discusses cannabis use in relation to conditions including arthritis; anxiety; and insomnia; which are the specified health concerns; and mentions effects and usage patterns relevant to these conditions.
lfczj5n,0,Low,The post discusses cannabis in relation to cardiovascular effects and harm reduction; but it does not explicitly mention pain; anxiety; or sleep concerns associated with cannabis use.
lhe18wy,0,High,The post discusses anxiety and chest discomfort but does not mention cannabis use; effects; or its relation to anxiety symptoms; thus it does not meet the relevance criteria.
ljpjgg4,0,Low,The post discusses supplement use and withdrawal from THC but does not explicitly mention or relate to pain; anxiety; or sleep concerns.
lnklad2,1,High,The post discusses CBD oil use in relation to migraines; which are a type of pain; fitting the relevance criteria.
lpyt8xz,0,Medium,The post discusses cannabis in relation to mental health issues and stigma but does not specifically mention pain; anxiety; or sleep concerns directly related to cannabis use or its effects on these conditions.
lv0huiq,1,Medium,The post discusses a specific strain of cannabis used to relax the mind and ease anxiety; and mentions its effects on muscle tension and migraine recovery; which are related to the target conditions.
